
                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  1.0 - Create and Populate Table: ACSBV3_aux_damage_1hand_general                                                     ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:08                                                                                            0601E (v1.0)
                                                                                                                           
COUNT(*)
30

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  1.1 - Create and Populate Table: ACSBV3_aux_damage_1hand_1hand                                                       ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:09                                                                                            0601E (v1.0)
                                                                                                                           
COUNT(*)
30

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  1.2 - Create and Populate Table: ACSBV3_aux_damage_1hand_main                                                        ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:11                                                                                            0601E (v1.0)
                                                                                                                           
COUNT(*)
30

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  1.3 - Create and Populate Table: ACSBV3_aux_damage_1hand_off                                                         ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:13                                                                                            0601E (v1.0)
                                                                                                                           
COUNT(*)
30

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  2. Create and Populate Table: ACSBV3_aux_damage_2hand                                                                ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:15                                                                                            0601E (v1.0)
                                                                                                                           
COUNT(*)
30

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  3. Create and Populate Table: ACSBV3_aux_damage_staff                                                                ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:17                                                                                            0601E (v1.0)
                                                                                                                           
COUNT(*)
30

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  4. Create and Populate Table: ACSBV3_aux_damage_ranged                                                               ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:18                                                                                            0601E (v1.0)
                                                                                                                           
COUNT(*)
30

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  5. Create and Populate Table: ACSBV3_aux_damage_thrown                                                               ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:20                                                                                            0601E (v1.0)
                                                                                                                           
COUNT(*)
30

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  6. Create and Populate Table: ACSBV3_aux_damage_wand                                                                 ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:21                                                                                            0601E (v1.0)
                                                                                                                           
COUNT(*)
30

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  7. Create and Populate Table: ACSBV3_aux_weapon_damage                                                               ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:23                                                                                            0601E (v1.0)
                                                                                                                           
slot_group	ItemLevelBracket	dmg_min1	dmg_max1	delay	DPS	budget_avg	budget_ratio
1H-Weapon	10	15.39244	29.38326	2075.65191	10.78594	12.43370	86.74760
1H-Weapon	20	20.18370	38.34209	2077.27443	14.08716	16.35731	86.12149
1H-Weapon	30	30.63377	57.67974	2111.07304	20.91673	24.73246	84.57200
1H-Weapon	40	41.32607	77.40462	2087.30510	28.44114	32.73811	86.87473
1H-Weapon	50	50.69145	95.09786	2058.93622	35.40404	41.29553	85.73334
1H-Weapon	60	64.74188	119.99936	2120.75649	43.55551	52.64096	82.74071
1H-Weapon	70	70.51549	132.11666	2098.68875	48.27589	59.06937	81.72746
1H-Weapon	80	75.00833	141.61714	2138.85417	50.64054	62.42458	81.12276
1H-Weapon	90	75.70556	147.46607	2086.21693	53.48716	65.67087	81.44731
1H-Weapon	100	82.09862	159.07939	2077.36080	58.04914	76.33721	76.04304
1H-Weapon	110	91.95468	179.57686	2049.83555	66.23252	91.64315	72.27220
1H-Weapon	120	101.08919	197.65149	2039.08645	73.25356	109.13038	67.12481
1H-Weapon	130	111.26232	217.81567	2023.88664	81.29852	125.37291	64.84537
1H-Weapon	140	117.59820	231.78609	2026.43673	86.20656	137.73441	62.58898
1H-Weapon	150	122.24147	238.04215	2008.34985	89.69643	144.84162	61.92725
1H-Weapon	160	125.82281	248.78021	2051.67434	91.29203	154.04576	59.26293
1H-Weapon	170	130.74912	255.87260	2017.72328	95.80643	171.86664	55.74463
1H-Weapon	180	147.32277	287.35488	2025.80744	107.28504	216.75686	49.49557
1H-Weapon	190	147.32277	287.35488	2025.80744	107.28504	216.75686	49.49557
1H-Weapon	200	164.56509	318.38258	1960.66706	123.15902	281.48297	43.75363
1H-Weapon	210	190.66654	363.20867	1992.06803	139.02015	313.73250	44.31168
1H-Weapon	220	206.90938	392.13864	1966.24711	152.33284	364.53895	41.78781
1H-Weapon	230	221.44925	419.56116	1967.50672	162.89917	418.04621	38.96678
1H-Weapon	240	233.75334	449.94713	1944.11490	175.83849	515.76588	34.09270
1H-Weapon	250	251.40841	485.15102	1946.46258	189.20462	563.90825	33.55238
1H-Weapon	260	277.10897	530.73248	1961.19765	205.95615	609.00874	33.81826
1H-Weapon	270	292.47154	562.14652	1946.81169	219.49171	691.32393	31.74947
1H-Weapon	280	299.50000	578.40271	1939.72973	226.29511	745.75861	30.34428
1H-Weapon	290	299.50000	578.40271	1939.72973	226.29511	745.75861	30.34428
1H-Weapon	300	299.50000	578.40271	1939.72973	226.29511	745.75861	30.34428
1H-Weapon ( InventoryType 13 )	10	15.77679	30.06250	2073.51191	11.05354	12.97118	85.21614
1H-Weapon ( InventoryType 13 )	20	20.55952	39.04688	2073.48710	14.37347	16.98651	84.61696
1H-Weapon ( InventoryType 13 )	30	30.78381	57.95332	2091.84964	21.21021	25.44397	83.36045
1H-Weapon ( InventoryType 13 )	40	41.43749	77.71198	2077.20317	28.68026	33.27467	86.19248
1H-Weapon ( InventoryType 13 )	50	51.01054	95.37777	2058.78461	35.55212	41.30074	86.08107
1H-Weapon ( InventoryType 13 )	60	67.45539	122.19185	2126.58642	44.58959	53.25505	83.72838
1H-Weapon ( InventoryType 13 )	70	77.36737	139.18319	2139.86204	50.59919	60.67879	83.38859
1H-Weapon ( InventoryType 13 )	80	84.22701	151.62758	2187.64758	53.90598	65.51639	82.27862
1H-Weapon ( InventoryType 13 )	90	88.09835	161.04038	2155.41181	57.79377	70.31619	82.19126
1H-Weapon ( InventoryType 13 )	100	96.17485	172.23156	2116.49321	63.40829	82.03623	77.29303
1H-Weapon ( InventoryType 13 )	110	117.61716	206.30368	2170.98039	74.60243	97.38200	76.60803
1H-Weapon ( InventoryType 13 )	120	131.81924	232.03493	2214.52206	82.15185	107.95297	76.09967
1H-Weapon ( InventoryType 13 )	130	145.77708	257.39042	2235.54167	90.17222	120.05686	75.10793
1H-Weapon ( InventoryType 13 )	140	150.16906	268.62267	2216.09722	94.48857	123.83605	76.30135
1H-Weapon ( InventoryType 13 )	150	151.30547	269.71245	2146.60318	98.06608	130.16071	75.34231
1H-Weapon ( InventoryType 13 )	160	157.38880	286.26579	2204.60318	100.62006	130.16071	77.30448
1H-Weapon ( InventoryType 13 )	170	157.38880	286.26579	2084.46429	106.41933	137.44032	77.42948
1H-Weapon ( InventoryType 13 )	180	178.04167	317.78750	2097.08333	118.21876	175.18078	67.48386
1H-Weapon ( InventoryType 13 )	190	178.04167	317.78750	2097.08333	118.21876	175.18078	67.48386
1H-Weapon ( InventoryType 13 )	200	198.77769	349.73051	1995.04032	137.46795	239.14602	57.48285
1H-Weapon ( InventoryType 13 )	210	230.02769	402.26523	2026.29032	156.02229	293.92265	53.08277
1H-Weapon ( InventoryType 13 )	220	246.70304	432.90353	1992.49600	170.54151	328.23871	51.95655
1H-Weapon ( InventoryType 13 )	230	264.57258	462.60496	1990.09456	182.69924	352.03633	51.89784
1H-Weapon ( InventoryType 13 )	240	285.39401	502.10893	2003.18980	196.56224	390.75613	50.30305
1H-Weapon ( InventoryType 13 )	250	308.88810	543.65582	2010.87302	211.98353	424.31587	49.95890
1H-Weapon ( InventoryType 13 )	260	334.73254	586.88915	2016.42857	228.52823	461.48857	49.51980
1H-Weapon ( InventoryType 13 )	270	359.24444	626.38519	2003.33333	245.99741	501.60355	49.04220
1H-Weapon ( InventoryType 13 )	280	373.20000	648.30000	1996.66667	255.80134	526.45857	48.58907
1H-Weapon ( InventoryType 13 )	290	373.20000	648.30000	1996.66667	255.80134	526.45857	48.58907
1H-Weapon ( InventoryType 13 )	300	373.20000	648.30000	1996.66667	255.80134	526.45857	48.58907
1H-Weapon ( InventoryType 21 )	10	13.70834	26.40909	2153.03030	9.31650	9.39247	99.19120
1H-Weapon ( InventoryType 21 )	20	18.75000	35.63384	2157.57576	12.60300	13.07596	96.38295
1H-Weapon ( InventoryType 21 )	30	30.47222	57.52778	2300.00000	19.13043	20.09381	95.20561
1H-Weapon ( InventoryType 21 )	40	41.61111	76.75000	2200.00000	26.90025	29.47051	91.27854
1H-Weapon ( InventoryType 21 )	50	50.92593	95.78395	2148.14815	34.14799	39.89478	85.59513
1H-Weapon ( InventoryType 21 )	60	58.12116	114.18554	2091.00529	41.20188	51.72451	79.65640
1H-Weapon ( InventoryType 21 )	70	58.12116	118.74665	2029.89418	43.56577	56.27691	77.41323
1H-Weapon ( InventoryType 21 )	80	58.12116	121.33075	2019.94048	44.42010	57.49586	77.25791
1H-Weapon ( InventoryType 21 )	90	58.12116	122.81012	1948.51190	46.42807	58.23131	79.73042
1H-Weapon ( InventoryType 21 )	100	58.12116	134.67591	1996.75752	48.27754	65.96129	73.19071
1H-Weapon ( InventoryType 21 )	110	58.12116	140.09068	1939.37115	51.10209	76.99587	66.36991
1H-Weapon ( InventoryType 21 )	120	58.12116	146.02346	1891.47200	53.96448	103.38991	52.19512
1H-Weapon ( InventoryType 21 )	130	58.12116	154.80290	1862.27400	57.16776	122.09996	46.82046
1H-Weapon ( InventoryType 21 )	140	58.12116	168.34420	1881.46592	60.18322	144.33016	41.69830
1H-Weapon ( InventoryType 21 )	150	60.94317	172.84000	1876.98413	62.27628	162.55956	38.30982
1H-Weapon ( InventoryType 21 )	160	60.94317	172.84000	1807.93651	64.65470	211.65670	30.54696
1H-Weapon ( InventoryType 21 )	170	60.94317	176.71693	1830.15873	64.92882	256.31315	25.33183
1H-Weapon ( InventoryType 21 )	180	78.70370	217.56125	1899.57265	77.98200	312.87080	24.92467
1H-Weapon ( InventoryType 21 )	190	78.70370	217.56125	1899.57265	77.98200	312.87080	24.92467
1H-Weapon ( InventoryType 21 )	200	97.05556	257.26496	1959.57265	90.40760	377.56553	23.94488
1H-Weapon ( InventoryType 21 )	210	134.16667	310.09829	2004.01710	110.84361	377.56553	29.35745
1H-Weapon ( InventoryType 21 )	220	145.72667	331.43111	1980.88889	120.44032	465.80694	25.85627
1H-Weapon ( InventoryType 21 )	230	156.36952	355.14540	1978.03175	129.29897	567.35881	22.78963
1H-Weapon ( InventoryType 21 )	240	156.36952	366.53429	1937.47619	134.94458	767.26738	17.58769
1H-Weapon ( InventoryType 21 )	250	161.70696	395.00916	1928.55311	144.33518	834.36359	17.29883
1H-Weapon ( InventoryType 21 )	260	188.66667	441.91026	1961.15385	160.76682	892.73221	18.00840
1H-Weapon ( InventoryType 21 )	270	190.66667	460.07692	1912.82051	170.10054	1019.48949	16.68487
1H-Weapon ( InventoryType 21 )	280	190.66667	467.92308	1884.61539	174.72789	1098.58603	15.90480
1H-Weapon ( InventoryType 21 )	290	190.66667	467.92308	1884.61539	174.72789	1098.58603	15.90480
1H-Weapon ( InventoryType 21 )	300	190.66667	467.92308	1884.61539	174.72789	1098.58603	15.90480
1H-Weapon ( InventoryType 22 )	10	9.00000	18.00000	1450.00000	9.31034	9.22619	100.91213
1H-Weapon ( InventoryType 22 )	20	12.00000	23.33333	1466.66667	12.04545	11.92857	100.97986
1H-Weapon ( InventoryType 22 )	30	25.33333	47.66667	1600.00000	22.81250	21.88889	104.21954
1H-Weapon ( InventoryType 22 )	40	25.33333	47.66667	1600.00000	22.81250	21.88889	104.21954
1H-Weapon ( InventoryType 22 )	50	37.53333	69.66667	1620.00000	33.08642	35.32662	93.65861
1H-Weapon ( InventoryType 22 )	60	77.53333	127.33333	2086.66667	49.08946	51.70976	94.93267
1H-Weapon ( InventoryType 22 )	70	88.53333	147.83333	2170.00000	54.46236	60.39352	90.17915
1H-Weapon ( InventoryType 22 )	80	101.83333	173.33333	2516.66667	54.66887	60.39352	90.52109
1H-Weapon ( InventoryType 22 )	90	101.83333	173.33333	2250.00000	61.14815	60.39352	101.24952
1H-Weapon ( InventoryType 22 )	100	101.83333	173.33333	2173.33333	63.30521	75.65716	83.67379
1H-Weapon ( InventoryType 22 )	110	101.83333	173.33333	1862.22222	73.88126	101.92075	72.48893
1H-Weapon ( InventoryType 22 )	120	101.83333	188.03333	1712.22222	84.64633	131.92439	64.16276
1H-Weapon ( InventoryType 22 )	130	112.59829	209.06410	1700.42735	94.58281	146.94319	64.36692
1H-Weapon ( InventoryType 22 )	140	126.42308	234.62821	1762.82051	102.40728	160.66888	63.73809
1H-Weapon ( InventoryType 22 )	150	159.58974	295.79487	2046.15384	111.27819	184.57422	60.28913
1H-Weapon ( InventoryType 22 )	160	159.58974	295.79487	2046.15384	111.27819	184.57422	60.28913
1H-Weapon ( InventoryType 22 )	170	159.58974	295.79487	2046.15384	111.27819	184.57422	60.28913
1H-Weapon ( InventoryType 22 )	180	176.31923	328.11410	2071.28205	121.76838	215.57384	56.48570
1H-Weapon ( InventoryType 22 )	190	176.31923	328.11410	2071.28205	121.76838	215.57384	56.48570
1H-Weapon ( InventoryType 22 )	200	193.95000	360.88333	2036.66667	136.21113	259.76038	52.43722
1H-Weapon ( InventoryType 22 )	210	200.18529	372.88333	1797.45098	159.41147	301.92661	52.79809
1H-Weapon ( InventoryType 22 )	220	200.18529	372.88333	1797.45098	159.41147	301.92661	52.79809
1H-Weapon ( InventoryType 22 )	230	222.67696	414.83333	1777.45098	179.33273	344.91414	51.99344
1H-Weapon ( InventoryType 22 )	240	247.35103	460.61111	1783.00654	198.53044	387.17376	51.27683
1H-Weapon ( InventoryType 22 )	250	268.88241	500.34444	1805.55556	213.01667	421.63090	50.52207
1H-Weapon ( InventoryType 22 )	260	296.87778	551.99259	1835.18519	231.27649	463.13094	49.93760
1H-Weapon ( InventoryType 22 )	270	312.20556	580.32222	1869.44445	238.71471	480.62019	49.66806
1H-Weapon ( InventoryType 22 )	280	312.20556	580.32222	1869.44445	238.71471	480.62019	49.66806
1H-Weapon ( InventoryType 22 )	290	312.20556	580.32222	1869.44445	238.71471	480.62019	49.66806
1H-Weapon ( InventoryType 22 )	300	312.20556	580.32222	1869.44445	238.71471	480.62019	49.66806
2H-Weapon	10	34.79154	52.78475	3116.27482	14.05144	18.80810	74.70951
2H-Weapon	20	45.21237	68.46010	3127.96699	18.17034	24.75950	73.38736
2H-Weapon	30	68.28670	103.14030	3145.77031	27.24722	36.07795	75.52320
2H-Weapon	40	92.30464	139.16793	3162.95234	36.59122	46.81490	78.16148
2H-Weapon	50	117.46844	177.47341	3181.59280	46.35129	58.42641	79.33277
2H-Weapon	60	149.96844	225.39934	3222.33354	58.24471	80.60639	72.25818
2H-Weapon	70	169.43251	256.19590	3256.72980	65.34598	91.00741	71.80292
2H-Weapon	80	185.41736	279.58681	3349.30556	69.41800	94.63026	73.35708
2H-Weapon	90	198.47292	300.47569	3367.08333	74.09211	100.38209	73.81009
2H-Weapon	100	223.64638	338.24154	3443.98551	81.57524	122.34775	66.67490
2H-Weapon	110	261.55814	395.17684	3425.45609	95.86095	157.39982	60.90284
2H-Weapon	120	291.50597	439.67732	3451.83290	105.91232	172.17681	61.51370
2H-Weapon	130	323.15175	485.59591	3436.57289	117.66776	195.94555	60.05125
2H-Weapon	140	336.36317	505.30264	3425.31969	122.85945	195.98464	62.68831
2H-Weapon	150	348.45979	523.26883	3441.90584	126.63458	195.98464	64.61454
2H-Weapon	160	357.97240	537.50552	3454.37083	129.61520	195.98464	66.13539
